TaxID	Taxon	Rank
TaxID_1873990	Escherichia phage vB_EcoM_Alf5	species
TaxID_28068	Rubrivivax gelatinosus	species
TaxID_1922247	Staphylococcus virus SEP9	species
TaxID_1792508	Yangia sp. CCB-MM3	species
TaxID_1870820	Paenibacillus ihbetae	species
TaxID_1641402	Pseudonocardia sp. HH130629-09	species
TaxID_413810	Halalkalicoccus jeotgali	species
TaxID_2213226	Pseudomonas sp. QZS01	species
TaxID_1249933	Winogradskyella sp. RHA_55	species
TaxID_133539	Nitrosococcus halophilus	species
TaxID_1464	Paenibacillus larvae	species
TaxID_2014742	Vibrio sp. 2521-89	species
TaxID_995049	Sweet potato vein clearing virus	species
TaxID_463014	Bordetella flabilis	species
TaxID_2331	Halanaerobium praevalens	species
TaxID_1280	Staphylococcus aureus	species
TaxID_1500687	Pseudomonas sp. St29	species
TaxID_301301	Roseburia hominis	species
TaxID_1300914	Mucilaginibacter sp. PAMC 26640	species
TaxID_1640885	Enterococcus phage EFLK1	species
TaxID_1536611	Yersinia phage vB_YenP_AP5	species
TaxID_2072408	Stenotrophomonas sp. YAU14A_MKIMI4_1	species
TaxID_356852	Micromonospora coxensis	species
TaxID_2499145	Rhodococcus sp. X156	species
TaxID_716925	Ensifer sojae	species
TaxID_1636313	Enterobacter phage E-2	species
TaxID_463040	Bordetella genomosp. 13	species
TaxID_2277	Pyrobaculum islandicum	species
TaxID_1848580	Hafnia sp. CBA7124	species
TaxID_1932881	Pacmanvirus A23	species
TaxID_281120	Candidatus Amoebophilus asiaticus	species
TaxID_1792307	Bosea sp. PAMC 26642	species
TaxID_1427356	Hyphomicrobium nitrativorans	species
TaxID_1134405	Melioribacter roseus	species
TaxID_1712516	Paenibacillus baekrokdamisoli	species
TaxID_1269028	Acanthamoeba polyphaga moumouvirus	species
TaxID_1826607	Silicimonas algicola	species
TaxID_148813	Sulfuricurvum kujiense	species
TaxID_279113	Collimonas pratensis	species
TaxID_67827	Citrobacter werkmanii	species
TaxID_944	Ehrlichia canis	species
TaxID_134536	Paraburkholderia caledonica	species
TaxID_1779382	Rhodothermaceae bacterium RA	species
TaxID_110662	Synechococcus sp. CC9605	species
TaxID_940	Hydrogenobacter thermophilus	species
TaxID_1848904	Capnocytophaga stomatis	species
TaxID_1207075	Pseudomonas sp. UW4	species
TaxID_1917158	Alteromonas sp. RW2A1	species
TaxID_2033032	Aeromonas sp. CA23	species
TaxID_1235591	Pseudorhodoplanes sinuspersici	species
TaxID_1917441	Streptococcus ruminantium	species
TaxID_1610	Lactobacillus coryniformis	species
TaxID_72000	Kocuria rhizophila	species
TaxID_313598	Polaribacter sp. MED152	species
TaxID_7	Azorhizobium caulinodans	species
TaxID_1331258	Bordetella pseudohinzii	species
TaxID_283699	Pseudoalteromonas sp. Bsw20308	species
TaxID_28107	Pseudoalteromonas espejiana	species
TaxID_1511876	Ungulate bocaparvovirus 4	species
TaxID_414	Methylococcus capsulatus	species
TaxID_309181	Acidianus rod-shaped virus 1	species
TaxID_1538364	Ralstonia phage RSJ5	species
TaxID_1863009	Shigella phage SHFML-26	species
TaxID_28087	Legionella sainthelensi	species
TaxID_110319	Nocardioides sp. CF8	species
TaxID_351052	Alkalilimnicola ehrlichii	species
TaxID_256618	Parvibaculum lavamentivorans	species
TaxID_1851544	Orrella dioscoreae	species
TaxID_1539298	Treponema sp. OMZ 838	species
TaxID_2210	Methanosarcina thermophila	species
TaxID_1827481	Enterobacter sp. ODB01	species
TaxID_74969	Ferroplasma acidiphilum	species
TaxID_754476	Methylophaga nitratireducenticrescens	species
TaxID_354356	Niastella koreensis	species
TaxID_1030157	Sphingomonas sp. KC8	species
TaxID_985002	Staphylococcus argenteus	species
TaxID_1985727	Klebsiella virus KpV289	species
TaxID_715	Actinobacillus pleuropneumoniae	species
TaxID_1499686	Pseudomonas saudiphocaensis	species
TaxID_2169975	Leuconostoc virus LN04	species
TaxID_1109412	Brenneria goodwinii	species
TaxID_899	Desulfomicrobium baculatum	species
TaxID_37326	Nocardia brasiliensis	species
TaxID_1923247	Hubei tetragnatha maxillosa virus 5	species
TaxID_1873959	Pectobacterium phage PP90	species
TaxID_10759	Enterobacteria phage T3	species
TaxID_28035	Staphylococcus lugdunensis	species
TaxID_1660064	Campylobacter sp. NCTC 13003	species
TaxID_147645	Paracoccus yeei	species
TaxID_76860	Streptococcus constellatus	species
TaxID_1432792	Methylocaldum marinum	species
TaxID_2419842	Virgibacillus sp. Bac332	species
TaxID_1192162	Vogesella sp. LIG4	species
TaxID_631220	Desulfovibrio sp. G11	species
TaxID_64897	Borreliella bissettii	species
TaxID_215743	Roseovarius mucosus	species
TaxID_247523	Pseudoalteromonas aliena	species
TaxID_428411	Candidatus Riesia pediculischaeffi	species
TaxID_33964	Leuconostoc citreum	species
TaxID_1295392	Photobacterium gaetbulicola	species
TaxID_781	Rickettsia conorii	species
TaxID_511435	Candidatus Azobacteroides pseudotrichonymphae	species
TaxID_1329402	Eptesipox virus	species
TaxID_1324352	Chryseobacterium gallinarum	species
TaxID_1884907	Candidatus Planktophila vernalis	species
TaxID_265949	Mycobacterium pseudoshottsii	species
TaxID_1922451	Beihai narna-like virus 23	species
TaxID_41431	Cyanothece sp. PCC 8801	species
TaxID_1914525	Sphingopyxis sp. FD7	species
TaxID_170573	Staphylococcus pettenkoferi	species
TaxID_2051906	Exiguobacterium sp. N4-1P	species
TaxID_2305508	Mucilaginibacter sp. HYN0043	species
TaxID_265883	Hydrogenovibrio thermophilus	species
TaxID_1437453	Streptomyces leeuwenhoekii	species
TaxID_1644131	Janthinobacterium sp. 1_2014MBL_MicDiv	species
TaxID_1653479	Rhodococcus sp. PBTS 2	species
TaxID_588	Providencia stuartii	species
TaxID_164348	Streptomyces puniciscabiei	species
TaxID_807	Bartonella elizabethae	species
TaxID_565033	Geoglobus acetivorans	species
TaxID_82076	Picrophilus torridus	species
TaxID_2169687	Klebsiella virus 0507KN21	species
TaxID_47466	Borrelia miyamotoi	species
TaxID_1982369	Rhodococcus virus Poco6	species
TaxID_78258	Parascardovia denticolens	species
TaxID_2493672	Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	species
TaxID_129985	Bacillus jeotgali	species
TaxID_1704044	Arthrobacter sp. ERGS1:01	species
TaxID_1758178	Celeribacter ethanolicus	species
TaxID_321332	Synechococcus sp. JA-2-3B'a(2-13)	species
TaxID_2072409	Stenotrophomonas sp. SAU14A_NAIMI4_8	species
TaxID_318683	Gluconobacter albidus	species
TaxID_172713	Paenibacillus kribbensis	species
TaxID_1805466	Citrobacter phage SH3	species
TaxID_1556	Gottschalkia acidurici	species
TaxID_1583100	Myroides sp. A21	species
TaxID_1527770	Rhizobium phage vB_RleM_P10VF	species
TaxID_101571	Burkholderia ubonensis	species
TaxID_379347	Epibacterium mobile	species
TaxID_28037	Streptococcus mitis	species
TaxID_61648	Kluyvera intermedia	species
TaxID_2116657	Melaminivora sp. SC2-7	species
TaxID_10665	Escherichia virus T4	species
TaxID_1751294	Streptomyces sp. 4F	species
TaxID_1158459	Kosakonia sacchari	species
TaxID_174633	Candidatus Kuenenia stuttgartiensis	species
TaxID_1795043	Burkholderia sp. PAMC 26561	species
TaxID_2096	Mycoplasma gallisepticum	species
TaxID_435897	Lysobacter capsici	species
TaxID_1769779	Microbulbifer aggregans	species
TaxID_1914856	Escherichia virus FFH2	species
TaxID_1536770	Paenibacillus sp. FSL R5-0345	species
TaxID_1449437	Pseudomonas phage vB_PaeP_Tr60_Ab31	species
TaxID_1445809	Bacillus phage vB_BtS_BMBtp3	species
TaxID_1549858	Sphingomonas taxi	species
TaxID_1263979	Candidatus Endolissoclinum faulkneri	species
TaxID_1718	Corynebacterium glutamicum	species
TaxID_1505596	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	species
TaxID_115808	Bradyrhizobium sp. ORS 285	species
TaxID_32052	Synechococcus sp. WH 8020	species
TaxID_1141883	Massilia putida	species
TaxID_1396	Bacillus cereus	species
TaxID_1978339	Chromatiaceae bacterium 2141T.STBD.0c.01a	species
TaxID_984991	Mycoplasma parvum	species
TaxID_372663	Isoptericola dokdonensis	species
TaxID_47678	Bacteroides caccae	species
TaxID_2259595	Runella sp. HYN0085	species
TaxID_682998	Azospirillum sp. M2T2B2	species
TaxID_2044912	Staphylococcus sp. SDB 2975	species
TaxID_43663	Paenarthrobacter aurescens	species
TaxID_2058136	Planococcus sp. MB-3u-03	species
TaxID_330734	Marinobacter psychrophilus	species
TaxID_36854	Desulfitobacterium dehalogenans	species
TaxID_88688	Caulobacter segnis	species
TaxID_139	Borreliella burgdorferi	species
TaxID_512792	Acidianus filamentous virus 9	species
TaxID_1659	Actinomyces israelii	species
TaxID_45363	Mycoplasma alkalescens	species
TaxID_1986952	Sphingobacteriaceae bacterium GW460-11-11-14-LB5	species
TaxID_1985291	Escherichia virus SUSP2	species
TaxID_9606	Homo sapiens	species
TaxID_432587	Gryllus bimaculatus nudivirus	species
TaxID_28151	Serratia proteamaculans	species
TaxID_1389192	Cupriavidus sp. USMAHM13	species
TaxID_585	Proteus vulgaris	species
TaxID_729	Haemophilus parainfluenzae	species
TaxID_2021971	Streptococcus respiraculi	species
TaxID_985762	Staphylococcus agnetis	species
TaxID_28090	Acinetobacter lwoffii	species
TaxID_1961362	Sphingomonas sp. NIC1	species
TaxID_136094	Thermocrinis albus	species
TaxID_432329	Deinococcus peraridilitoris	species
TaxID_105219	Ralstonia mannitolilytica	species
TaxID_71998	Thermococcus pacificus	species
TaxID_1982584	Streptococcus virus Cp1	species
TaxID_64471	Synechococcus sp. CC9311	species
TaxID_1262523	Leuconostoc phage phiLNTR2	species
TaxID_1758189	Acinetobacter sp. ACNIH2	species
TaxID_2483799	Georgenia sp. ZLJ0423	species
TaxID_1815608	Mycobacterium phage Brocalys	species
TaxID_2107713	Aeromicrobium sp. A1-2	species
TaxID_1759437	Serratia sp. YD25	species
TaxID_1476	Sporosarcina psychrophila	species
TaxID_134821	Ureaplasma parvum	species
TaxID_2045	Pimelobacter simplex	species
TaxID_68280	Streptomyces violaceusniger	species
TaxID_2420313	Enterococcus sp. FDAARGOS_553	species
TaxID_545619	Paraoerskovia marina	species
TaxID_1816219	Colwellia sp. PAMC 21821	species
TaxID_715451	Alteromonas naphthalenivorans	species
TaxID_1160784	Candidatus Nasuia deltocephalinicola	species
TaxID_154334	Macacine gammaherpesvirus 5	species
TaxID_746691	Oceanobacillus kimchii	species
TaxID_101564	Pseudomonas alcaliphila	species
TaxID_640512	Burkholderia sp. CCGE1003	species
TaxID_1944648	blood disease bacterium A2-HR MARDI	species
TaxID_1921119	Escherichia virus JenK1	species
TaxID_948870	Enterobacteria phage phi92	species
TaxID_542	Zymomonas mobilis	species
TaxID_63745	Sideroxydans lithotrophicus	species
TaxID_35623	Acholeplasma oculi	species
TaxID_1911006	Salmonella virus SP31	species
TaxID_1328	Streptococcus anginosus	species
TaxID_69220	Lelliottia nimipressuralis	species
TaxID_1978566	Cryobacterium sp. LW097	species
TaxID_67267	Streptomyces alboflavus	species
TaxID_2338327	Altererythrobacter sp. NS1	species
TaxID_1114980	Spiroplasma atrichopogonis	species
TaxID_78327	Pseudomonas mosselii	species
TaxID_29555	Mycoplasma canis	species
TaxID_1336796	Gillisia sp. Hel1_33_143	species
TaxID_2172103	Limnobaculum parvum	species
TaxID_58180	Desulfovibrio alaskensis	species
TaxID_261164	Psychrobacter alimentarius	species
TaxID_1837218	Salmonella phage phSE-2	species
TaxID_285665	Micromonospora coriariae	species
TaxID_418223	Methylobacterium phyllosphaerae	species
TaxID_397544	Squash vein yellowing virus	species
TaxID_1913578	Sphingopyxis sp. LPB0140	species
TaxID_216142	Pseudomonas rhizosphaerae	species
TaxID_1867719	Phyllobacterium zundukense	species
TaxID_1472345	Basilea psittacipulmonis	species
TaxID_1567484	Lactobacillus phage LfeInf	species
TaxID_1097	Chlorobaculum tepidum	species
TaxID_1616788	Paenibacillus bovis	species
TaxID_68214	Streptomyces griseochromogenes	species
TaxID_28448	Komagataeibacter xylinus	species
TaxID_1750	Pseudopropionibacterium propionicum	species
TaxID_1427364	Candidatus Thioglobus singularis	species
TaxID_573569	Francisella sp. TX077308	species
TaxID_930802	Nonlabens marinus	species
TaxID_29553	Mycoplasma bovirhinis	species
TaxID_1813599	Brazilian marseillevirus	species
TaxID_1920667	Mycobacterium sp. WY10	species
TaxID_703	Plesiomonas shigelloides	species
TaxID_853	Faecalibacterium prausnitzii	species
TaxID_905	Acidaminococcus fermentans	species
TaxID_1303590	Lactobacillus bombi	species
TaxID_33888	Rathayibacter tritici	species
TaxID_2500132	Enterobacter sp. N18-03635	species
TaxID_712310	Haemophilus sp. oral taxon 036	species
TaxID_1286	Staphylococcus simulans	species
TaxID_2296	Desulfobacterium autotrophicum	species
TaxID_2269	Thermofilum pendens	species
TaxID_37692	Candidatus Phytoplasma mali	species
TaxID_1890302	Bacillus wiedmannii	species
TaxID_2072412	Stenotrophomonas sp. ZAC14A_NAIMI4_1	species
TaxID_2322	Methanohalobium evestigatum	species
TaxID_552	Erwinia amylovora	species
TaxID_1349	Streptococcus uberis	species
TaxID_1805714	Christensenella massiliensis	species
TaxID_636	Edwardsiella tarda	species
TaxID_53444	Lactobacillus lindneri	species
TaxID_37929	Glutamicibacter nicotianae	species
TaxID_353800	Halostagnicola larsenii	species
TaxID_1599	Lactobacillus sakei	species
TaxID_66269	Pantoea stewartii	species
TaxID_1788443	Circovirus-like genome DCCV-3	species
TaxID_1305	Streptococcus sanguinis	species
TaxID_1727196	Methylomonas sp. DH-1	species
TaxID_1850526	Arachidicoccus sp. BS20	species
TaxID_1987723	Cellvibrio sp. PSBB006	species
TaxID_33940	Geobacillus thermodenitrificans	species
TaxID_153948	Nitrosomonas sp. AL212	species
TaxID_214	Helicobacter felis	species
TaxID_1914893	Salmonella virus SSE121	species
TaxID_59893	Paenibacillus peoriae	species
TaxID_580165	Bacillus cytotoxicus	species
TaxID_45498	Helicobacter cholecystus	species
TaxID_680	Vibrio campbellii	species
TaxID_1850093	Hymenobacter nivis	species
TaxID_41276	Brevundimonas vesicularis	species
TaxID_879567	Pseudodesulfovibrio piezophilus	species
TaxID_28080	Campylobacter upsaliensis	species
TaxID_713887	Candidatus Atelocyanobacterium thalassa	species
TaxID_1583341	Pseudomonas cerasi	species
TaxID_511746	Methylacidiphilum infernorum	species
TaxID_1547445	Francisella sp. FSC1006	species
TaxID_192812	Erythrobacter flavus	species
TaxID_644007	Streptococcus phage PH10	species
TaxID_1558469	Vibrio phage QH	species
TaxID_100225	Austwickia chelonae	species
TaxID_1871678	Lactococcus phage 28201	species
TaxID_652716	Prevotella sp. oral taxon 299	species
TaxID_488142	Serratia sp. SCBI	species
TaxID_94694	Desulfurococcus amylolyticus	species
TaxID_183795	Pseudomonas mediterranea	species
TaxID_1351	Enterococcus faecalis	species
TaxID_1580	Lactobacillus brevis	species
TaxID_499555	Dietzia timorensis	species
TaxID_29461	Brucella suis	species
TaxID_2013114	Citrobacter sp. 86	species
TaxID_2211210	Arthrobacter sp. DCT-5	species
TaxID_1712675	Turicibacter sp. H121	species
TaxID_536453	Prochlorococcus phage P-SSM3	species
TaxID_1445714	Mycobacterium phage Nyxis	species
TaxID_52774	Actinomyces slackii	species
TaxID_1415657	Candidatus Walczuchella monophlebidarum	species
TaxID_556499	Propionibacterium acidifaciens	species
TaxID_187878	Thermococcus gammatolerans	species
TaxID_1965383	Salmonella virus UAB87	species
TaxID_1907	Streptomyces glaucescens	species
TaxID_2066483	Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)	species
TaxID_60480	Shewanella sp. MR-4	species
TaxID_2108362	Lactobacillus sp. D1501	species
TaxID_2020312	Rhizobium sp. CIAT894	species
TaxID_193462	Streptomyces niveus	species
TaxID_178606	Leptospirillum ferriphilum	species
TaxID_726	Haemophilus haemolyticus	species
TaxID_2173169	Dokdonia sp. Dokd-P16	species
TaxID_571256	Ochrobactrum pituitosum	species
TaxID_1684	Bifidobacterium asteroides	species
TaxID_1930557	Shewanella sp. FDAARGOS_354	species
TaxID_35790	Rickettsia japonica	species
TaxID_1561003	bacterium 2013Arg42i	species
TaxID_313590	Dokdonia sp. MED134	species
TaxID_29291	Methanococcoides burtonii	species
TaxID_1862961	Lactococcus phage M6162	species
TaxID_1889	Streptomyces ambofaciens	species
TaxID_388950	Pontibacter akesuensis	species
TaxID_1859	Frankia alni	species
TaxID_1647413	Anabaena sp. WA102	species
TaxID_1235559	Providencia phage Redjac	species
TaxID_1679497	Caulobacter flavus	species
TaxID_63	Vitreoscilla filiformis	species
TaxID_2077148	Citrobacter freundii complex sp. CFNIH4	species
TaxID_774	Bartonella bacilliformis	species
TaxID_1582154	Clostridium phage phiCD505	species
TaxID_1224145	Dickeya sp. MK7	species
TaxID_587753	Pseudomonas chlororaphis	species
TaxID_148447	Paraburkholderia phymatum	species
TaxID_69966	Macrococcus caseolyticus	species
TaxID_1188319	Ferriphaselus amnicola	species
TaxID_1159327	Pontimonas salivibrio	species
TaxID_1038856	Planococcus plakortidis	species
TaxID_114616	Methylobacterium nodulans	species
TaxID_2271	Thermoproteus tenax	species
TaxID_1546257	Tipula oleracea nudivirus	species
TaxID_201	Campylobacter lari	species
TaxID_2056494	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20	species
TaxID_649841	Sulfuricella denitrificans	species
TaxID_1850250	Rhodobacter sp. LPB0142	species
TaxID_488729	Burkholderia metallica	species
TaxID_499229	Tepidanaerobacter acetatoxydans	species
TaxID_1702287	Negativicoccus massiliensis	species
TaxID_32051	Synechococcus sp. WH 7803	species
TaxID_1913577	Gramella salexigens	species
TaxID_214856	Alistipes finegoldii	species
TaxID_1335746	Spiribacter salinus	species
TaxID_359110	Pseudomonas extremaustralis	species
TaxID_242606	Luteibacter rhizovicinus	species
TaxID_755731	Clostridium sp. BNL1100	species
TaxID_1842535	Blastomonas sp. RAC04	species
TaxID_395961	Cyanothece sp. PCC 7425	species
TaxID_2149	Mesoplasma entomophilum	species
TaxID_196	Campylobacter fetus	species
TaxID_374982	Synechococcus sp. PCC 73109	species
TaxID_1720500	Escherichia phage slur07	species
TaxID_1186051	Blattabacterium sp. (Blaberus giganteus)	species
TaxID_687	Vibrio gazogenes	species
TaxID_488447	Burkholderia contaminans	species
TaxID_2201181	Flavobacterium sp. MEBiC07310	species
TaxID_2494374	Tabrizicola sp. K13M18	species
TaxID_1721091	Chryseobacterium sp. IHB B 17019	species
TaxID_158500	Novosphingobium resinovorum	species
TaxID_1407499	Halobacterium hubeiense	species
TaxID_152297	Pseudoalteromonas issachenkonii	species
TaxID_342948	Thermococcus onnurineus	species
TaxID_2162713	Flavobacterium magnum	species
TaxID_702967	Corynebacterium sp. NML98-0116	species
TaxID_1079998	Synechococcus phage ACG-2014c	species
TaxID_122355	Pseudomonas psychrophila	species
TaxID_79883	Bacillus horikoshii	species
TaxID_2487064	Chryseobacterium sp. G0186	species
TaxID_1264	Ruminococcus albus	species
TaxID_2170170	Psipapillomavirus 2	species
TaxID_1639133	Citrobacter portucalensis	species
TaxID_813	Chlamydia trachomatis	species
TaxID_492	Neisseria animalis	species
TaxID_214888	Entomoplasma luminosum	species
TaxID_33995	Komagataeibacter europaeus	species
TaxID_2325	Thermoanaerobacter kivui	species
TaxID_172045	Elizabethkingia miricola	species
TaxID_43305	Butyrivibrio proteoclasticus	species
TaxID_1834519	Fibrella sp. ES10-3-2-2	species
TaxID_1905847	Curtobacterium sp. BH-2-1-1	species
TaxID_929832	Cyanophage P-RSM6	species
TaxID_182640	Kribbella flavida	species
TaxID_2238	Haloarcula marismortui	species
TaxID_142	Borrelia turicatae	species
TaxID_1882832	Paenibacillaceae bacterium GAS479	species
TaxID_1150389	Flavobacteriaceae bacterium UJ101	species
TaxID_2496865	Maribacter sp. MJ134	species
TaxID_157779	Kushneria marisflavi	species
TaxID_400668	Marinomonas sp. MWYL1	species
TaxID_70799	Nodularia spumigena	species
TaxID_330214	Nitrospira defluvii	species
TaxID_2170251	Leuconostoc virus Ln9	species
TaxID_573062	Thermoanaerobacter sp. X513	species
TaxID_1249553	Bacterioplanes sanyensis	species
TaxID_656366	Arthrobacter alpinus	species
TaxID_1247	Oenococcus oeni	species
TaxID_1545728	Mycobacterium sp. EPa45	species
TaxID_1921086	Mariprofundus aestuarium	species
TaxID_1749	Acidipropionibacterium jensenii	species
TaxID_443143	Geobacter sp. M18	species
TaxID_556325	Neomicrococcus aestuarii	species
TaxID_65555	Desulfocapsa sulfexigens	species
TaxID_1231	Nitrosospira multiformis	species
TaxID_28903	Mycoplasma bovis	species
TaxID_1145276	Lysinibacillus varians	species
TaxID_674	Vibrio mimicus	species
TaxID_1892	Streptomyces anulatus	species
TaxID_449	Legionella hackeliae	species
TaxID_266009	Methylovorus glucosotrophus	species
TaxID_1978467	Pseudomonas sp. AK6U	species
TaxID_755307	Salinigranum rubrum	species
TaxID_1307	Streptococcus suis	species
TaxID_2107709	Pandoravirus quercus	species
TaxID_665099	Bacillus oceanisediminis	species
TaxID_1111069	Thermus sp. CCB_US3_UF1	species
TaxID_655015	Methylocystis bryophila	species
TaxID_2478912	Commensalibacter sp. AMU001	species
TaxID_445710	Dyella thiooxydans	species
TaxID_2718	Cardiobacterium hominis	species
TaxID_2079806	Pseudomonadaceae bacterium SI-3	species
TaxID_1639348	Magnetospirillum sp. ME-1	species
TaxID_1219	Prochlorococcus marinus	species
TaxID_666685	Rhodanobacter denitrificans	species
TaxID_1844006	Phaeobacter porticola	species
TaxID_39669	Methanosalsum zhilinae	species
TaxID_2188	Methanococcus voltae	species
TaxID_400065	Streptococcus merionis	species
TaxID_1173288	Pseudomonas sp. R4-39-08	species
TaxID_1609559	Pyrococcus kukulkanii	species
TaxID_266748	Chryseobacterium antarcticum	species
TaxID_246969	Thermococcus sp. AM4	species
TaxID_36343	Lactococcus virus bIL67	species
TaxID_84292	Microbacterium chocolatum	species
TaxID_1778262	Candidatus Doolittlea endobia	species
TaxID_111501	Muricauda ruestringensis	species
TaxID_2170248	Leuconostoc virus LN34	species
TaxID_394751	Pseudoalteromonas arctica	species
TaxID_1906742	Microbacterium sp. BH-3-3-3	species
TaxID_2182384	Erythrobacter sp. YH-07	species
TaxID_63118	Lactococcus virus bIL170	species
TaxID_1426	Parageobacillus thermoglucosidasius	species
TaxID_33072	Gloeobacter violaceus	species
TaxID_151276	Bacteroides coprosuis	species
TaxID_1596	Lactobacillus gasseri	species
TaxID_2069432	Tamlana sp. UJ94	species
TaxID_357794	Psychromonas ingrahamii	species
TaxID_2493671	Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	species
TaxID_1014	Weeksella virosa	species
TaxID_138853	Mesoplasma lactucae	species
TaxID_1307954	Maruca vitrata nucleopolyhedrovirus	species
TaxID_1628086	Pseudomonas kribbensis	species
TaxID_121292	Pseudarthrobacter sulfonivorans	species
TaxID_2003315	Porphyrobacter sp. CACIAM 03H1	species
TaxID_33941	Geobacillus thermoleovorans	species
TaxID_1984778	Erwinia virus Ea35-70	species
TaxID_55601	Vibrio anguillarum	species
TaxID_43771	Corynebacterium urealyticum	species
TaxID_2079227	Arthrobacter sp. PGP41	species
TaxID_46351	Mycolicibacterium hassiacum	species
TaxID_204038	Dickeya dadantii	species
TaxID_53346	Enterococcus mundtii	species
TaxID_162426	Microbacterium hominis	species
TaxID_1622118	Lutibacter profundi	species
TaxID_168169	Candidatus Ishikawaella capsulata	species
TaxID_670956	Candidatus Uzinura diaspidicola	species
TaxID_1920751	Mycobacterium virus Ff47	species
TaxID_412690	Microterricola viridarii	species
TaxID_1914992	Streptomyces sp. DUT11	species
TaxID_36809	Mycobacteroides abscessus	species
TaxID_2306583	Halomonas sp. JS92-SW72	species
TaxID_1811807	Sulfuriflexus mobilis	species
TaxID_1648404	Erythrobacter atlanticus	species
TaxID_2490635	Pseudoalteromonas sp. Xi13	species
TaxID_575	Raoultella planticola	species
TaxID_2077182	Sphingorhabdus sp. YGSMI21	species
TaxID_913109	Arcobacter ellisii	species
TaxID_355249	Streptomyces sp. Tu6071	species
TaxID_1173032	Chamaesiphon minutus	species
TaxID_2055893	archaeon AArc-Sl	species
TaxID_170861	Methanosarcina lacustris	species
TaxID_53413	Xanthomonas axonopodis	species
TaxID_84112	Eggerthella lenta	species
TaxID_1376	Aerococcus urinae	species
TaxID_251535	Candidatus Blochmannia vafer	species
TaxID_1363	Lactococcus garvieae	species
TaxID_1085	Rhodospirillum rubrum	species
TaxID_135727	Candidatus Phytoplasma ziziphi	species
TaxID_604330	Olsenella umbonata	species
TaxID_1814958	Streptococcus virus 9872	species
TaxID_134287	secondary endosymbiont of Heteropsylla cubana	species
TaxID_2027290	Providencia sp. WCHPr000369	species
TaxID_83453	Melittangium boletus	species
TaxID_99179	Bacteroides phage B40-8	species
TaxID_29388	Staphylococcus capitis	species
TaxID_28113	Bacteroides heparinolyticus	species
TaxID_2105	Mycoplasma leachii	species
TaxID_1720494	Escherichia phage slur02	species
TaxID_668	Aliivibrio fischeri	species
TaxID_1920765	Pseudomonas virus Ab09	species
TaxID_1398	Bacillus coagulans	species
TaxID_2061	Tsukamurella paurometabola	species
TaxID_264697	Bacillus muralis	species
TaxID_2226	Methanococcoides methylutens	species
TaxID_331648	Nonlabens spongiae	species
TaxID_1814	Amycolatopsis methanolica	species
TaxID_83561	Simkania negevensis	species
TaxID_122420	Thermococcus sp. P6	species
TaxID_1881017	Pseudomonas sp. 7SR1	species
TaxID_77551	Wolbachia endosymbiont of Onchocerca volvulus	species
TaxID_28025	Bifidobacterium animalis	species
TaxID_475662	Halomonas beimenensis	species
TaxID_47877	Pseudomonas amygdali	species
TaxID_516051	Muricauda lutaonensis	species
TaxID_1714849	Aquimarina sp. AD10	species
TaxID_1072463	Microbacterium lemovicicum	species
TaxID_1867715	Bosea sp. Tri-49	species
TaxID_1789224	Acinetobacter larvae	species
TaxID_53399	Hyphomicrobium denitrificans	species
TaxID_2487072	Chryseobacterium sp. H6466	species
TaxID_2360	Bathymodiolus thermophilus thioautotrophic gill symbiont	species
TaxID_212767	Mycobacterium sp. JS623	species
TaxID_880	Desulfovibrio salexigens	species
TaxID_97477	Acetomicrobium mobile	species
TaxID_1705394	Candidatus Thioglobus autotrophicus	species
TaxID_68246	Streptomyces olivoreticuli	species
TaxID_298656	Blattabacterium sp. (Cryptocercus kyebangensis)	species
TaxID_2086584	Mordavella sp. Marseille-P3756	species
TaxID_666	Vibrio cholerae	species
TaxID_1795355	Echinicola strongylocentroti	species
TaxID_2039870	Micromonospora sp. WMMA2032	species
TaxID_495	Neisseria elongata	species
TaxID_1435069	Vibrio tritonius	species
TaxID_1937004	Methanopyrus sp. KOL6	species
TaxID_1560514	Melbournevirus	species
TaxID_2001	Streptosporangium roseum	species
TaxID_125	Pirellula staleyi	species
TaxID_1498170	Escherichia phage PE3-1	species
TaxID_1241979	Chryseobacterium carnis	species
TaxID_104087	Pseudomonas frederiksbergensis	species
TaxID_529	Ochrobactrum anthropi	species
TaxID_361183	Altererythrobacter epoxidivorans	species
TaxID_396595	Thioalkalivibrio sp. K90mix	species
TaxID_151538	Lactococcus phage bIL310	species
TaxID_1316444	Blattabacterium sp. (Nauphoeta cinerea)	species
TaxID_571915	Corynebacterium mustelae	species
TaxID_1736226	Pseudomonas sp. Leaf58	species
TaxID_36805	Microbacterium aurum	species
TaxID_1697	Corynebacterium ammoniagenes	species
TaxID_1879049	Acinetobacter sp. WCHAc010034	species
TaxID_445700	Prochlorococcus phage P-HM1	species
TaxID_150829	Treponema azotonutricium	species
TaxID_324057	Paenibacillus sp. JDR-2	species
TaxID_197	Campylobacter jejuni	species
TaxID_195248	Synechococcus sp. PCC 8807	species
