TaxID	CSM5MCXD	CSM5MCVL	CSM5FZ4M	CSM5MCXH	CSM5MCY4	CSM5MCUO	CSM5MCW6	CSM5MCWC	CSM5MCXT	CSM67UEW_TR	CSM5MCZB	CSM67U9H	CSM67UAK	CSM67UAU	CSM67UB9	CSM79HHO	CSM67UH7	CSM79HH4	CSM79HHW	CSM79HKX	CSM79HNE	CSM79HNO	CSM7KOP6	CSM7KORO	CSM7KOTO	CSM7KOUL	MSM5LLDI	MSM5LLGL	MSM5LLEP	MSM6J2J3	MSM6J2HD	MSM5LLHC	MSM6J2IE	MSM5LLF4	MSM6J2HN	MSM6J2JN	MSM6J2JZ	MSM6J2PO	MSM6J2Q1	MSM79H54	MSM79H5E	MSM79HF3	MSM79HDK	MSM79HDA	MSM79H7C	MSM79HCG	MSM79H8D	MSM9VZMA	MSM9VZFL	MSM9VZNR	MSM9VZMM	MSM9VZPH	MSM9VZL5	MSMA267V
TaxID_342409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1812935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.022000000000000002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.01	0.002	0.0	0.0	0.002	0.026	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
TaxID_82985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_1603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001
TaxID_665883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005
TaxID_1980955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_156978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.001	0.0	0.001	0.002	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_2169726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_33025	0.003	0.001	0.202	0.337	0.585	0.024	0.614	0.004	0.529	0.108	1.434	0.009000000000000001	0.001	0.002	0.359	0.041	6.343	2.348	0.459	0.38	0.006999999999999999	0.001	0.22699999999999998	0.003	0.004	0.18	0.002	0.001	0.001	0.006999999999999999	0.001	0.026	1.533	0.006	0.005	0.001	1.849	0.724	0.536	1.593	0.027999999999999997	0.027	0.008	0.004	0.011000000000000001	0.003	0.9169999999999999	0.001	0.384	0.001	0.002	0.017	0.003	0.39699999999999996
TaxID_2303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.0
TaxID_1548018	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.004	0.001	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001
TaxID_1176422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_2494373	0.001	0.0	0.004	0.004	0.002	0.002	0.0	0.001	0.002	0.001	0.004	0.013999999999999999	0.002	0.001	0.002	0.004	0.001	0.002	0.001	0.004	0.004	0.004	0.004	0.002	0.01	0.008	0.005	0.003	0.002	0.002	0.002	0.017	0.004	0.001	0.002	0.003	0.012	0.004	0.01	0.004	0.008	0.003	0.003	0.002	0.003	0.001	0.002	0.003	0.002	0.001	0.003	0.005	0.008	0.003
TaxID_2492396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.003	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.001	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.001
TaxID_35703	0.0	0.001	0.0	0.003	0.001	0.002	0.001	0.008	0.002	0.0	0.003	0.0	0.002	0.001	0.0	0.002	0.001	0.001	0.0	0.001	0.009000000000000001	0.002	0.001	0.002	0.004	0.0	0.0	0.001	0.001	0.001	0.001	0.008	0.002	0.001	0.003	0.002	0.0	0.003	0.006999999999999999	0.005	0.004	0.013	0.002	0.002	0.0	0.0	0.001	0.003	0.001	0.0	0.001	0.001	0.004	0.004
TaxID_337479	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0
TaxID_1932004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_29384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.006999999999999999	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.001
TaxID_1972068	0.0	0.0	0.0	0.001	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.002	0.0	0.002	0.0	0.003	0.001	0.0	0.003	0.002	0.002	0.005	0.003	0.002	0.001	0.003	0.001	0.0	0.001	0.0	0.0	0.001	0.0	0.002	0.001	0.003
TaxID_2490633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_2099788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_2169921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1954172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0
TaxID_57372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1526571	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.003	0.001	0.002	0.0	0.0	0.001	0.0	0.006999999999999999	0.0	0.001	0.001	0.0	0.001	0.003	0.001	0.005	0.001	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.002
TaxID_1499308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
TaxID_65093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1155739	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.006	0.0	0.0	0.0	0.002	0.001	0.002	0.0	0.0	0.001	0.0	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.0	0.003	0.001	0.001	0.0	0.0	0.001	0.001	0.003	0.0	0.001	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001
TaxID_1912	0.001	0.001	0.001	0.001	0.016	0.002	0.003	0.0	0.006999999999999999	0.004	0.002	0.0	0.002	0.006999999999999999	0.0	0.015	0.004	0.0	0.002	0.002	0.0	0.0	0.009000000000000001	0.0	0.002	0.0	0.011000000000000001	0.001	0.006999999999999999	0.006	0.0	0.011000000000000001	0.003	0.01	0.001	0.001	0.005	0.009000000000000001	0.009000000000000001	0.01	0.009000000000000001	0.011000000000000001	0.003	0.005	0.002	0.001	0.005	0.002	0.006999999999999999	0.003	0.001	0.003	0.003	0.008
TaxID_2107999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.086	0.0	0.356	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
TaxID_1749074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_2202141	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.004	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0
TaxID_2218628	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.0	0.001	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002
TaxID_1149952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0
TaxID_224012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
TaxID_1920191	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_35795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1954378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_833	0.001	0.001	0.001	0.001	0.001	0.002	0.0	0.001	0.001	0.003	0.002	0.013999999999999999	0.0	0.002	0.0	0.006	0.001	0.01	0.0	0.001	0.006	0.0	0.003	0.001	0.004	0.002	0.002	0.001	0.001	0.004	0.0	0.015	0.001	0.004	0.001	0.001	0.008	0.005	0.004	0.008	0.005	0.004	0.001	0.004	0.001	0.0	0.001	0.002	0.0	0.002	0.001	0.002	0.003	0.006
TaxID_80842	0.0	0.001	0.0	0.001	0.001	0.001	0.001	0.0	0.0	0.001	0.003	0.008	0.0	0.0	0.0	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.001	0.0	0.003	0.0	0.003	0.0	0.0	0.001	0.0	0.006	0.0	0.001	0.002	0.0	0.005	0.001	0.001	0.001	0.002	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.002
TaxID_859	0.001	0.0	0.0	0.001	0.001	0.002	0.0	0.01	0.001	0.002	0.001	0.006	0.001	0.001	0.0	0.004	0.001	0.0	0.001	0.001	0.008	0.001	0.002	0.001	0.003	0.0	0.0	0.001	0.001	0.002	0.0	0.006999999999999999	0.001	0.002	0.001	0.001	0.002	0.002	0.006	0.003	0.003	0.002	0.002	0.004	0.001	0.0	0.001	0.001	0.001	0.001	0.0	0.001	0.004	0.004
TaxID_1920109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1954379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_50290	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_1685010	0.0	0.0	0.0	0.001	0.002	0.002	0.0	0.0	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.006	0.001	0.001	0.0	0.0	0.001	0.0	0.004	0.001	0.001	0.001	0.0	0.001	0.001	0.003	0.0	0.005	0.001	0.001	0.0	0.001	0.0	0.001	0.003	0.001	0.002	0.0	0.001	0.001	0.001
TaxID_1492737	0.001	0.0	0.001	0.003	0.004	0.002	0.0	0.0	0.002	0.001	0.002	0.006	0.001	0.001	0.001	0.003	0.001	0.003	0.002	0.006999999999999999	0.001	0.001	0.004	0.002	0.012	0.006	0.003	0.003	0.002	0.004	0.002	0.003	0.004	0.002	0.003	0.004	0.004	0.003	0.009000000000000001	0.004	0.005	0.003	0.001	0.0	0.004	0.001	0.002	0.003	0.002	0.001	0.003	0.008	0.003	0.006
TaxID_1719140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_426117	0.0	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.001	0.0	0.001	0.0	0.006999999999999999	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.001	0.001	0.001	0.011000000000000001	0.003	0.002	0.001	0.0	0.001	0.001	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.001
TaxID_280	0.001	0.0	0.001	0.001	0.001	0.001	0.001	0.0	0.002	0.002	0.001	0.0	0.0	0.002	0.0	0.005	0.001	0.0	0.0	0.001	0.003	0.0	0.003	0.001	0.0	0.001	0.001	0.001	0.001	0.002	0.0	0.004	0.001	0.001	0.001	0.0	0.002	0.005	0.003	0.009000000000000001	0.003	0.003	0.001	0.011000000000000001	0.001	0.0	0.001	0.001	0.001	0.001	0.0	0.002	0.001	0.004
TaxID_2211357	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.001	0.002	0.001	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.001
TaxID_2077149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
TaxID_754058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_2029986	0.001	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.001	0.001	0.0
TaxID_1273738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_2268024	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.0	0.001
TaxID_2094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TaxID_64104	0.001	0.0	0.001	0.001	0.001	0.002	0.0	0.009000000000000001	0.001	0.003	0.001	0.001	0.001	0.001	0.001	0.003	0.001	0.0	0.001	0.002	0.013	0.0	0.001	0.001	0.002	0.002	0.001	0.001	0.001	0.003	0.001	0.002	0.0	0.005	0.001	0.0	0.002	0.001	0.002	0.002	0.002	0.001	0.0	0.002	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.002	0.001	0.005
TaxID_689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.002	0.001	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.002	0.001	0.003	0.001	0.001	0.001	0.001	0.0	0.0	0.002	0.001	0.0	0.001	0.0	0.0	0.001	0.001	0.001
TaxID_34038	0.0	0.0	0.001	0.001	0.001	0.001	0.0	0.006	0.001	0.001	0.001	0.0	0.001	0.001	0.0	0.003	0.001	0.001	0.0	0.001	0.0	0.0	0.002	0.001	0.001	0.001	0.0	0.0	0.001	0.002	0.0	0.002	0.001	0.002	0.001	0.001	0.008	0.001	0.005	0.002	0.004	0.002	0.002	0.0	0.001	0.0	0.001	0.0	0.001	0.001	0.001	0.003	0.003	0.003
