PathID	Pathway
PathID_4032	PWY-2942: L-lysine biosynthesis III|g__Coprococcus.s__Coprococcus_sp_ART55_1
PathID_4033	HISTSYN-PWY: L-histidine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_angulatum
PathID_4034	PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)|unclassified
PathID_4035	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii
PathID_4036	ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Alistipes.s__Alistipes_shahii
PathID_4037	PWY-6936: seleno-amino acid biosynthesis|g__Citrobacter.s__Citrobacter_koseri
PathID_4038	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alloscardovia.s__Alloscardovia_omnicolens
PathID_4039	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Sutterella.s__Sutterella_parvirubra
PathID_4040	PWY-6317: galactose degradation I (Leloir pathway)|g__Streptococcus.s__Streptococcus_sanguinis
PathID_4041	PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I|g__Shigella.s__Shigella_flexneri
PathID_4042	PWY-7315: dTDP-N-acetylthomosamine biosynthesis|g__Citrobacter.s__Citrobacter_freundii
PathID_4043	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Proteus.s__Proteus_mirabilis
PathID_4044	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA
PathID_4045	PWY-6897: thiamin salvage II|g__Shigella.s__Shigella_flexneri
PathID_4046	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae
PathID_4047	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_4048	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Haemophilus.s__Haemophilus_pittmaniae
PathID_4049	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Peptostreptococcaceae_noname.s__Clostridium_difficile
PathID_4050	PWY-6936: seleno-amino acid biosynthesis|g__Haemophilus.s__Haemophilus_sputorum
PathID_4051	UNINTEGRATED|g__Enterobacteriaceae_noname.s__Enterobacteriaceae_bacterium_9_2_54FAA
PathID_4052	PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Enterobacter.s__Enterobacter_cloacae
PathID_4053	PWY-7242: D-fructuronate degradation|g__Streptococcus.s__Streptococcus_pasteurianus
PathID_4054	PWY-6700: queuosine biosynthesis|g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii
PathID_4055	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bilophila.s__Bilophila_wadsworthia
PathID_4056	PWY-6700: queuosine biosynthesis|g__Alloprevotella.s__Alloprevotella_tannerae
PathID_4057	PWY-2942: L-lysine biosynthesis III|g__Coprobacillus.s__Coprobacillus_sp_3_3_56FAA
PathID_4058	PWY-6151: S-adenosyl-L-methionine cycle I|g__Campylobacter.s__Campylobacter_jejuni
PathID_4059	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_bifidum
PathID_4060	PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified
PathID_4061	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Plesiomonas.s__Plesiomonas_shigelloides
PathID_4062	ARO-PWY: chorismate biosynthesis I
PathID_4063	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_dentium
PathID_4064	PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Campylobacter.s__Campylobacter_gracilis
PathID_4065	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation|g__Escherichia.s__Escherichia_fergusonii
PathID_4066	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_9_1_43BFAA
PathID_4067	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_johnsonii
PathID_4068	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Paraprevotella.s__Paraprevotella_xylaniphila
PathID_4069	SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Escherichia.s__Escherichia_hermannii
PathID_4070	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Porphyromonas.s__Porphyromonas_uenonis
PathID_4071	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Prevotella.s__Prevotella_oris
PathID_4072	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Megasphaera.s__Megasphaera_elsdenii
PathID_4073	PWY-6609: adenine and adenosine salvage III|g__Enterobacteriaceae_noname.s__Enterobacteriaceae_bacterium_9_2_54FAA
PathID_4074	PWY-7446: sulfoglycolysis|g__Escherichia.s__Escherichia_hermannii
PathID_4075	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eikenella.s__Eikenella_corrodens
PathID_4076	PWY-6151: S-adenosyl-L-methionine cycle I|g__Eubacterium.s__Eubacterium_eligens
PathID_4077	PWY-5177: glutaryl-CoA degradation|g__Faecalibacterium.s__Faecalibacterium_prausnitzii
PathID_4078	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Anaerotruncus.s__Anaerotruncus_colihominis
PathID_4079	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Bacteroides.s__Bacteroides_xylanisolvens
PathID_4080	PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)|g__Citrobacter.s__Citrobacter_freundii
PathID_4081	PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Citrobacter.s__Citrobacter_freundii
PathID_4082	DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I|g__Lactobacillus.s__Lactobacillus_oris
PathID_4083	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Shigella.s__Shigella_flexneri
PathID_4084	GALACTARDEG-PWY: D-galactarate degradation I|g__Escherichia.s__Escherichia_coli
PathID_4085	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Blautia.s__Blautia_hansenii
PathID_4086	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lactobacillus.s__Lactobacillus_animalis
PathID_4087	PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I|g__Morganella.s__Morganella_morganii
PathID_4088	PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Eikenella.s__Eikenella_corrodens
PathID_4089	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_intermedius
PathID_4090	PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|g__Porphyromonas.s__Porphyromonas_asaccharolytica
PathID_4091	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA
PathID_4092	PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Escherichia.s__Escherichia_albertii
PathID_4093	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Odoribacter.s__Odoribacter_laneus
PathID_4094	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Porphyromonas.s__Porphyromonas_asaccharolytica
PathID_4095	PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes
PathID_4096	UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_sakei
PathID_4097	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Rothia.s__Rothia_dentocariosa
PathID_4098	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Corynebacterium.s__Corynebacterium_durum
PathID_4099	COA-PWY: coenzyme A biosynthesis I|g__Oxalobacter.s__Oxalobacter_formigenes
PathID_4100	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_1_4_56FAA
PathID_4101	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Prevotella.s__Prevotella_stercorea
PathID_4102	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus
PathID_4103	PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Plesiomonas.s__Plesiomonas_shigelloides
PathID_4104	PWY-6612: superpathway of tetrahydrofolate biosynthesis|g__Shigella.s__Shigella_flexneri
PathID_4105	PWY-6737: starch degradation V|g__Erysipelotrichaceae_noname.s__Eubacterium_biforme
PathID_4106	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Slackia.s__Slackia_exigua
PathID_4107	PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Campylobacter.s__Campylobacter_hominis
PathID_4108	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Erysipelotrichaceae_noname.s__Erysipelotrichaceae_bacterium_21_3
PathID_4109	ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Methanosphaera.s__Methanosphaera_stadtmanae
PathID_4110	HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)
PathID_4111	PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)|g__Shigella.s__Shigella_flexneri
PathID_4112	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Anaeroglobus.s__Anaeroglobus_geminatus
PathID_4113	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Clostridium.s__Clostridium_sp_HGF2
PathID_4114	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Coprobacillus.s__Coprobacillus_sp_D6
PathID_4115	COA-PWY: coenzyme A biosynthesis I|g__Clostridiales_Family_XI_Incertae_Sedis_noname.s__Clostridiales_bacterium_BV3C26
PathID_4116	PWY-1042: glycolysis IV (plant cytosol)|g__Enterobacter.s__Enterobacter_aerogenes
PathID_4117	PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Veillonella.s__Veillonella_sp_6_1_27
PathID_4118	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Synergistes.s__Synergistes_sp_3_1_syn1
PathID_4119	PWY-5686: UMP biosynthesis|g__Shigella.s__Shigella_flexneri
PathID_4120	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_eutactus
PathID_4121	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_lactaris
PathID_4122	PWY-6703: preQ0 biosynthesis|g__Alloprevotella.s__Alloprevotella_tannerae
PathID_4123	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_ramulus
PathID_4124	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Escherichia.s__Escherichia_fergusonii
PathID_4125	PWY-2942: L-lysine biosynthesis III|g__Actinomyces.s__Actinomyces_turicensis
PathID_4126	PWY-621: sucrose degradation III (sucrose invertase)|g__Streptococcus.s__Streptococcus_infantis
PathID_4127	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA
PathID_4128	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Alistipes.s__Alistipes_finegoldii
PathID_4129	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_sobrinus
PathID_4130	VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_inulinivorans
PathID_4131	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Blautia.s__Ruminococcus_torques
PathID_4132	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_vestibularis
PathID_4133	PWY-5659: GDP-mannose biosynthesis|g__Shigella.s__Shigella_sonnei
PathID_4134	PWY-6151: S-adenosyl-L-methionine cycle I|g__Slackia.s__Slackia_exigua
PathID_4135	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Coprococcus.s__Coprococcus_eutactus
PathID_4136	PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified
PathID_4137	COA-PWY: coenzyme A biosynthesis I|g__Aggregatibacter.s__Aggregatibacter_segnis
PathID_4138	KETOGLUCONMET-PWY: ketogluconate metabolism
PathID_4139	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_ventriosum
PathID_4140	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Neisseria.s__Neisseria_flavescens
PathID_4141	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Actinomyces.s__Actinomyces_sp_HPA0247
PathID_4142	P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Citrobacter.s__Citrobacter_freundii
PathID_4143	PWY-7663: gondoate biosynthesis (anaerobic)|g__Klebsiella.s__Klebsiella_sp_MS_92_3
PathID_4144	PWY-5686: UMP biosynthesis|g__Enterococcus.s__Enterococcus_raffinosus
PathID_4145	PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)
PathID_4146	PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis|g__Escherichia.s__Escherichia_coli
PathID_4147	UNINTEGRATED|g__Clostridium.s__Clostridium_perfringens
PathID_4148	PWY-5097: L-lysine biosynthesis VI|g__Dialister.s__Dialister_invisus
PathID_4149	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)|g__Escherichia.s__Escherichia_fergusonii
PathID_4150	PWY-6527: stachyose degradation|g__Streptococcus.s__Streptococcus_parasanguinis
PathID_4151	MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae
PathID_4152	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Campylobacter.s__Campylobacter_concisus
PathID_4153	THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|g__Blautia.s__Ruminococcus_obeum
PathID_4154	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_coprophilus
PathID_4155	SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Haemophilus.s__Haemophilus_pittmaniae
PathID_4156	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_63FAA
PathID_4157	PWY-2942: L-lysine biosynthesis III|g__Rothia.s__Rothia_dentocariosa
PathID_4158	PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Haemophilus.s__Haemophilus_pittmaniae
PathID_4159	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Collinsella.s__Collinsella_stercoris
PathID_4160	PWY-6700: queuosine biosynthesis|g__Megasphaera.s__Megasphaera_elsdenii
PathID_4161	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis
PathID_4162	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Collinsella.s__Collinsella_aerofaciens
PathID_4163	PWY-7290: Escherichia coli serotype O86 O-antigen biosynthesis
PathID_4164	HISDEG-PWY: L-histidine degradation I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA
PathID_4165	PWY-6527: stachyose degradation|g__Megamonas.s__Megamonas_funiformis
PathID_4166	PWY-4981: L-proline biosynthesis II (from arginine)|g__Actinomyces.s__Actinomyces_naeslundii
PathID_4167	PWY-7400: L-arginine biosynthesis IV (archaebacteria)|g__Pseudomonas.s__Pseudomonas_aeruginosa
PathID_4168	FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)|g__Shigella.s__Shigella_sonnei
PathID_4169	PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Neisseria.s__Neisseria_flavescens
PathID_4170	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_perfringens
PathID_4171	PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I|g__Escherichia.s__Escherichia_albertii
PathID_4172	BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Staphylococcus.s__Staphylococcus_equorum
PathID_4173	PWY-5100: pyruvate fermentation to acetate and lactate II|g__Peptoniphilus.s__Peptoniphilus_harei
PathID_4174	PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)|g__Klebsiella.s__Klebsiella_oxytoca
PathID_4175	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_plebeius
PathID_4176	PWY-2942: L-lysine biosynthesis III|g__Veillonella.s__Veillonella_parvula
PathID_4177	PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)|g__Escherichia.s__Escherichia_coli
PathID_4178	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Clostridium.s__Clostridium_nexile
PathID_4179	PWY-2942: L-lysine biosynthesis III|g__Gordonibacter.s__Gordonibacter_pamelaeae
PathID_4180	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Bacteroides.s__Bacteroides_xylanisolvens
PathID_4181	PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)
PathID_4182	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_antri
PathID_4183	PWY-6123: inosine-5'-phosphate biosynthesis I|g__Pseudomonas.s__Pseudomonas_syringae
PathID_4184	PWY-6609: adenine and adenosine salvage III|g__Clostridiales_noname.s__Clostridiales_bacterium_1_7_47FAA
PathID_4185	COA-PWY: coenzyme A biosynthesis I|g__Campylobacter.s__Campylobacter_coli
PathID_4186	PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis|g__Escherichia.s__Escherichia_albertii
PathID_4187	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Bacteroides.s__Bacteroides_faecis
PathID_4188	COA-PWY-1: coenzyme A biosynthesis II (mammalian)|g__Blautia.s__Blautia_hansenii
PathID_4189	PWY0-1296: purine ribonucleosides degradation|g__Clostridium.s__Clostridium_scindens
PathID_4190	PWY-7242: D-fructuronate degradation|g__Cronobacter.s__Cronobacter_sakazakii
PathID_4191	PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Veillonella.s__Veillonella_sp_oral_taxon_780
PathID_4192	PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_johnsonii
PathID_4193	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Aggregatibacter.s__Aggregatibacter_segnis
PathID_4194	NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)|g__Klebsiella.s__Klebsiella_oxytoca
PathID_4195	PWY-922: mevalonate pathway I|g__Lactococcus.s__Lactococcus_lactis
PathID_4196	PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_sp_MS_92_3
PathID_4197	THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus
PathID_4198	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Campylobacter.s__Campylobacter_hominis
PathID_4199	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Alistipes.s__Alistipes_putredinis
PathID_4200	PWY-7208: superpathway of pyrimidine nucleobases salvage|g__Haemophilus.s__Haemophilus_parainfluenzae
PathID_4201	PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_eggerthii
PathID_4202	GLUTORN-PWY: L-ornithine biosynthesis|g__Lactococcus.s__Lactococcus_lactis
PathID_4203	PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I|g__Actinomyces.s__Actinomyces_naeslundii
PathID_4204	PWY-5973: cis-vaccenate biosynthesis|g__Granulicatella.s__Granulicatella_adiacens
PathID_4205	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|g__Actinomyces.s__Actinomyces_viscosus
PathID_4206	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lactococcus.s__Lactococcus_raffinolactis
PathID_4207	GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation|g__Dorea.s__Dorea_longicatena
PathID_4208	PWY-6124: inosine-5'-phosphate biosynthesis II|g__Neisseria.s__Neisseria_subflava
PathID_4209	VALSYN-PWY: L-valine biosynthesis|g__Varibaculum.s__Varibaculum_cambriense
PathID_4210	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis
PathID_4211	PWY-6737: starch degradation V|g__Roseburia.s__Roseburia_intestinalis
PathID_4212	PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|g__Citrobacter.s__Citrobacter_koseri
PathID_4213	PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Veillonella.s__Veillonella_parvula
PathID_4214	PWY-6317: galactose degradation I (Leloir pathway)|g__Clostridium.s__Clostridium_nexile
PathID_4215	PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_tigurinus
PathID_4216	UNINTEGRATED|g__Atopobium.s__Atopobium_parvulum
PathID_4217	TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Escherichia.s__Escherichia_albertii
PathID_4218	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_sp_3_1_31
PathID_4219	PWY-2942: L-lysine biosynthesis III|g__Shigella.s__Shigella_sonnei
PathID_4220	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_6_1_63FAA
PathID_4221	PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_coprocola
PathID_4222	PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Weissella.s__Weissella_confusa
PathID_4223	PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_dentium
PathID_4224	ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Proteus.s__Proteus_penneri
PathID_4225	PWY-6737: starch degradation V|g__Cetobacterium.s__Cetobacterium_somerae
PathID_4226	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Propionibacterium.s__Propionibacterium_freudenreichii
PathID_4227	PWY-4041: &gamma;-glutamyl cycle|g__Enterobacter.s__Enterobacter_aerogenes
PathID_4228	PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Turicibacter.s__Turicibacter_sanguinis
PathID_4229	PWY-7234: inosine-5'-phosphate biosynthesis III|g__Enterococcus.s__Enterococcus_faecalis
PathID_4230	PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Neisseria.s__Neisseria_subflava
PathID_4231	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_sp_2_1_36FAA
PathID_4232	CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Megamonas.s__Megamonas_hypermegale
PathID_4233	PWY-5686: UMP biosynthesis|g__Bacteroides.s__Bacteroides_barnesiae
PathID_4234	PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Klebsiella.s__Klebsiella_sp_MS_92_3
PathID_4235	PWY-5686: UMP biosynthesis|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_58FAA
PathID_4236	NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_2_1_46FAA
PathID_4237	PWY-7199: pyrimidine deoxyribonucleosides salvage|g__Turicibacter.s__Turicibacter_sanguinis
PathID_4238	PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bilophila.s__Bilophila_sp_4_1_30
PathID_4239	PWY-5097: L-lysine biosynthesis VI|g__Fusobacterium.s__Fusobacterium_mortiferum
PathID_4240	PWY-6151: S-adenosyl-L-methionine cycle I|g__Clostridium.s__Clostridium_leptum
PathID_4241	1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae
PathID_4242	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Clostridium.s__Clostridium_perfringens
PathID_4243	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|g__Escherichia.s__Escherichia_coli
PathID_4244	PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Eubacterium.s__Eubacterium_hallii
PathID_4245	PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_tigurinus
PathID_4246	PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II|g__Megamonas.s__Megamonas_funiformis
PathID_4247	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Peptostreptococcus.s__Peptostreptococcus_anaerobius
PathID_4248	RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|g__Campylobacter.s__Campylobacter_concisus
PathID_4249	PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Escherichia.s__Escherichia_coli
PathID_4250	UNINTEGRATED|g__Enterococcus.s__Enterococcus_hirae
PathID_4251	PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_plebeius
PathID_4252	SO4ASSIM-PWY: sulfate reduction I (assimilatory)|g__Enterobacteriaceae_noname.s__Enterobacteriaceae_bacterium_9_2_54FAA
PathID_4253	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Proteus.s__Proteus_penneri
PathID_4254	PWY-4041: &gamma;-glutamyl cycle|g__Escherichia.s__Escherichia_fergusonii
PathID_4255	PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Citrobacter.s__Citrobacter_koseri
PathID_4256	PWY-5899: superpathway of menaquinol-13 biosynthesis|g__Shigella.s__Shigella_sonnei
PathID_4257	NAGLIPASYN-PWY: lipid IVA biosynthesis|g__Sutterella.s__Sutterella_wadsworthensis
PathID_4258	PWY-5667: CDP-diacylglycerol biosynthesis I|g__Succinatimonas.s__Succinatimonas_hippei
PathID_4259	ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation
PathID_4260	PWY-5898: superpathway of menaquinol-12 biosynthesis|g__Escherichia.s__Escherichia_coli
PathID_4261	GALACTARDEG-PWY: D-galactarate degradation I|g__Enterobacter.s__Enterobacter_cloacae
PathID_4262	PWY-6700: queuosine biosynthesis|g__Turicibacter.s__Turicibacter_sanguinis
PathID_4263	UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli
PathID_4264	ARO-PWY: chorismate biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens
